cc_num,lat,long
4.34879E+15,45.203,-88.9983
1.80085E+14,28.7724,-96.4793
2.13196E+14,41.2001,-92.1354
3.70819E+14,39.9373,-79.1865
6.59224E+15,32.3374,-86.2715
4.69816E+15,40.3406,-120.2824
1.8004E+14,40.7699,-73.9511
2.13179E+14,45.8289,-118.4971
4.99626E+15,41.9404,-124.1587
4.89707E+18,28.3011,-82.6927
3.44342E+14,31.3826,-81.4312
4.91723E+12,32.2844,-86.992
4.30816E+15,45.5783,-94.4199
4.73685E+18,44.8816,-73.6408
4.87927E+15,31,-82.8555
4.39097E+18,35.6174,-97.5583
3.03762E+13,42.825,-124.4409
3.57298E+15,41.1832,-96.9882
3.59801E+15,35.558,-77.2566
4.24792E+12,39.537,-83.455
3.51106E+15,39.5803,-87.4616
3.76028E+14,39.7795,-93.3014
3.55258E+15,35.1959,-83.8228
3.55151E+15,37.2048,-86.8592
4.97223E+15,34.2691,-95.9685
3.46244E+14,39.8974,-82.4071
4.57064E+15,28.8989,-81.2473
6.52645E+15,40.2878,-74.0162
4.12803E+15,39.8788,-82.188
4.42516E+15,31.4647,-100.39
3.59511E+15,36.0434,-90.2907
3.54155E+15,37.0462,-76.4096
4.37337E+18,48.0204,-98.1186
4.48826E+18,33.9568,-81.1405
3.56226E+15,37.6047,-85.4251
4.7973E+18,38.8938,-86.5246
6.012E+15,40.9918,-73.98
4.46746E+18,28.06,-82.4079
4.44058E+12,33.0067,-117.069
5.35954E+15,45.7801,-111.1439
5.10481E+15,40.8295,-72.6473
3.04083E+13,33.3364,-80.1859
6.0112E+15,42.2665,-72.0821
2.13156E+14,40.5503,-79.3237
4.65849E+15,39.9636,-79.7853
4.19574E+12,45.5303,-122.7033
3.05182E+13,40.3625,-87.6692
3.5378E+15,47.4852,-120.4158
3.59293E+15,44.8696,-92.8234
4.6059E+12,32.877,-96.708
3.56594E+15,42.4657,-93.8262
4.60016E+12,26.7832,-80.0638
3.59863E+15,41.2064,-95.9953
3.57779E+15,47.7068,-97.2092
4.36538E+15,48.1439,-92.8561
3.55972E+15,42.4048,-88.3054
3.50017E+15,42.3669,-82.9938
3.76262E+14,27.9611,-81.9398
3.71284E+14,34.8698,-100.6806
4.27723E+15,46.1664,-103.7079
5.80954E+11,41.2496,-73.9446
6.50698E+15,33.431,-93.8765
4.13446E+15,40.6645,-73.7559
3.61926E+13,35.1506,-106.569
4.50145E+15,45.329,-98.0837
4.63496E+15,41.6414,-96.5232
4.72584E+18,30.8985,-87.1332
4.22622E+18,38.9424,-84.092
6.76308E+11,39.2669,-119.8174
4.65963E+18,39.6591,-87.4208
6.59207E+15,40.0897,-74.9781
4.91719E+15,35.8759,-96.9623
3.55865E+15,32.6205,-94.2
4.82402E+15,31.9907,-96.9837
3.46208E+14,40.7105,-74.0163
3.59798E+15,34.0442,-94.3386
5.41006E+15,44.5592,-87.8235
3.58329E+15,35.0203,-106.5503
3.5989E+15,41.2403,-82.6078
3.0235E+13,43.9446,-88.0911
3.58505E+15,42.8546,-75.6605
6.76149E+11,39.1118,-89.7855
6.01158E+15,40.1959,-92.4333
1.80085E+14,39.3036,-89.2853
5.12741E+15,38.9367,-76.994
4.42608E+18,39.0645,-95.6413
3.05965E+13,39.8422,-105.1097
3.57628E+15,38.7735,-86.6285
4.47716E+18,40.3928,-111.7941
3.04997E+13,37.9986,-77.8781
2.31806E+15,39.4336,-91.0664
6.50131E+15,31.4467,-103.5791
4.24495E+18,39.485,-74.8776
4.15801E+12,44.5274,-93.0196
4.96986E+15,29.9975,-90.2146
4.2097E+18,37.8274,-88.6235
3.0082E+13,26.1184,-81.7361
6.30471E+11,36.5422,-88.3319
5.70273E+11,32.6064,-83.2095
2.45408E+15,47.0874,-93.9196
3.41543E+14,39.2048,-94.0259
3.56384E+15,45.3099,-122.9685
2.70698E+15,39.283,-82.3977
4.58513E+12,39.7417,-93.6289
2.13113E+14,43.3392,-75.7543
1.80014E+14,31.571,-86.2743
4.18981E+12,33.7367,-86.1619
3.76013E+14,42.0144,-88.0935
6.01149E+15,33.3398,-92.7442
1.80068E+14,42.9385,-88.395
4.71079E+15,41.229,-85.3244
6.76314E+11,38.9829,-93.9757
3.40187E+14,29.44,-98.459
4.68726E+12,43.5336,-95.6515
2.2241E+15,30.7906,-81.5607
6.53533E+15,45.0632,-93.3811
6.76276E+11,44.8955,-85.4082
2.13137E+14,34.5189,-112.2523
2.23388E+15,33.357,-89.0473
4.98693E+15,37.6858,-83.9862
2.26822E+15,45.6892,-122.6616
3.52706E+15,30.9,-94.7547
2.13199E+14,38.0649,-99.2374
4.63533E+15,38.8856,-77.1802
5.58056E+15,39.9961,-79.7678
3.57766E+15,35.6069,-90.3359
5.01828E+11,37.1641,-96.6917
3.53682E+15,41.603,-93.633
4.76012E+12,41.1116,-83.502
3.03603E+13,41.1949,-89.4409
5.01883E+11,31.4285,-90.8578
4.39352E+12,39.3391,-95.0999
6.01198E+15,39.0305,-76.5515
3.56637E+15,35.4311,-105.9409
5.60881E+11,41.0356,-85.7358
1.80047E+14,39.6704,-89.8588
3.80144E+13,43.8967,-89.8219
4.87401E+15,41.5646,-91.0859
5.71314E+11,39.8882,-79.8694
2.71602E+15,36.126,-115.1454
3.53521E+15,40.0563,-86.0163
3.55055E+15,29.8575,-82.1483
6.52891E+15,45.8327,-91.0144
3.00115E+13,42.3496,-73.5873
3.85443E+13,26.3771,-81.7334
3.53318E+15,40.8731,-96.1528
4.7642E+15,41.0935,-81.0425
3.48254E+14,30.4983,-88.3282
6.01195E+15,34.1992,-89.382
4.74071E+15,41.1901,-74.0436
3.05702E+13,31.086,-85.7192
4.00377E+15,35.1791,-91.2594
3.76944E+14,30.4983,-88.3282
4.24352E+18,41.2123,-79.3773
4.7881E+12,39.6321,-84.2675
6.76234E+11,34.298,-114.156
5.73284E+11,42.8178,-72.0275
4.66631E+18,41.0233,-98.9041
4.20424E+15,37.8979,-88.9307
3.57614E+15,65.6899,-156.292
3.63605E+13,44.797,-73.5112
3.54871E+15,32.425,-97.7742
3.53161E+15,42.4828,-71.0978
3.54169E+15,31.1989,-81.3322
6.56446E+15,42.5545,-90.3508
4.59803E+12,40.7687,-80.3592
4.85585E+18,44.8232,-89.1665
2.23534E+15,40.6072,-83.9585
3.79141E+14,33.8084,-81.5956
6.01148E+15,40.4062,-84.5076
4.22841E+15,44.3229,-69.9576
4.41272E+15,37.7681,-75.6664
3.88175E+13,35.4359,-81.3385
4.25711E+18,43.9886,-88.7712
4.57526E+15,29.8868,-97.6769
5.77891E+11,45.3304,-118.0852
4.62913E+12,35.173,-84.6544
3.54644E+15,39.9623,-81.5485
4.59357E+12,40.0456,-97.4735
5.01818E+11,27.8942,-82.6746
4.1687E+15,40.7946,-73.403
4.97546E+12,36.8294,-76.2701
3.54734E+15,41.5097,-73.9634
5.01895E+11,40.7547,-73.9925
2.29596E+15,30.1382,-81.7742
3.54389E+15,40.9086,-73.8221
4.18019E+18,36.18,-80.1629
3.55442E+15,38.7859,-94.244
4.48117E+18,34.8511,-80.0025
4.45749E+12,41.0977,-74.0109
1.80038E+14,47.6633,-122.3022
3.49813E+14,36.9766,-90.2848
4.91182E+18,33.4317,-111.8469
4.45714E+18,34.6209,-120.1922
1.80097E+14,41.1225,-88.8307
3.75623E+14,45.4682,-93.2266
5.01851E+11,48.0379,-118.9419
3.59095E+15,37.3668,-96.4396
6.7618E+11,42.656,-73.7508
4.73431E+15,38.3847,-121.9887
6.50025E+15,34.1572,-77.9141
1.8004E+14,42.2008,-79.8332
3.54283E+15,43.1636,-89.0753
4.89309E+15,38.5769,-122.4477
4.74887E+12,30.5471,-88.4927
3.54558E+15,29.7396,-95.446
4.49268E+15,42.9582,-77.0473
3.52126E+15,29.9196,-95.4386
3.40215E+14,36.1016,-84.5652
3.56279E+15,38.9456,-75.9777
3.50129E+15,41.6412,-75.7641
4.31841E+15,42.7769,-82.5437
6.01152E+15,36.1499,-95.7923
6.01173E+15,41.1165,-85.8686
3.52449E+15,34.1556,-118.2322
5.14404E+15,36.4657,-81.814
6.51778E+15,34.8829,-92.5192
4.15721E+15,42.8813,-83.8855
5.30165E+15,39.7656,-104.7069
3.85342E+13,38.8852,-77.3233
4.07617E+12,66.6933,-153.994
3.45226E+14,38.4722,-82.6461
4.84424E+12,33.9581,-118.1174
6.01183E+15,38.679,-75.3932
3.52979E+15,30.0252,-90.2522
4.16287E+18,33.8714,-81.6559
3.57621E+15,43.0668,-88.1469
6.01194E+15,32.7948,-96.7697
3.52804E+15,34.381,-81.109
3.78263E+14,30.4287,-90.1773
6.57778E+15,41.0022,-79.716
6.0111E+15,34.7543,-86.6546
2.28728E+15,40.8174,-72.9852
